image_path,label,memloss,score,explanation,top1_recon_losses,top1_sentences
avenue/test/01/0001.jpg,0,0.00823974609375,0,"The description only includes behaviors that are allowed: one person is sitting, two are walking, and one is standing. There are no prohibited behaviors mentioned in the scene.",0.04764123,One person is sitting on the grass
avenue/test/01/0003.jpg,0,0.00811767578125,0,"The description only includes behaviors that are allowed: one person is sitting, two are walking, and one is standing. There are no prohibited behaviors mentioned in the scene.",0.0330212,One person is sitting on the ground with a bag next to them
avenue/test/01/0005.jpg,0,0.00848388671875,0,"The description only includes behaviors that are allowed: one person is sitting, two are walking, and one is standing. There are no prohibited behaviors mentioned in the scene.",0.04764123,One person is sitting on the grass
avenue/test/01/0007.jpg,0,0.00811767578125,0,"The description only includes behaviors that are allowed: one person is sitting, two people are walking, and one person is standing. There are no prohibited behaviors mentioned in the scene.",0.0330212,One person is sitting on the ground with a bag next to them
avenue/test/01/0009.jpg,0,0.00848388671875,0,"The description only includes behaviors that are allowed: one person is sitting, two are walking, and one is standing. There are no prohibited behaviors mentioned in the scene.",0.0330212,One person is sitting on the ground with a bag next to them
avenue/test/01/0011.jpg,0,0.00836181640625,0,"The description only includes behaviors that are explicitly listed as ""Allowed Behaviors"" (sitting, walking, and standing). There are no indications of any ""Prohibited Behaviors"" present in the scene.",0.04764123,One person is sitting on the grass
avenue/test/01/0013.jpg,0,0.00830078125,0,"The description only includes behaviors that are allowed: one person is sitting, two people are walking, and two people are standing. There are no prohibited behaviors mentioned in the scene.",0.04764123,One person is sitting on the grass
avenue/test/01/0015.jpg,0,0.00830078125,0,"The description only includes behaviors that are allowed: one person is sitting, another is walking, one person is standing and looking, and two people are walking. There are no prohibited behaviors mentioned in the scene.",0.0493522,one person is sitting on the grass with a bag next to them
avenue/test/01/0017.jpg,0,0.00830078125,0,"The description only includes behaviors that are explicitly listed as ""Allowed Behaviors"" (sitting, walking, and standing). There are no indications of any ""Prohibited Behaviors"" present in the scene.",0.0493522,one person is sitting on the grass with a bag next to them
avenue/test/01/0019.jpg,0,0.008544921875,0,"The description contains only ""Allowed Behaviors"" such as sitting, walking, and standing. There are no indications of any ""Prohibited Behaviors"" present in the scene.",0.051652,one of whom is carrying a child
avenue/test/01/0021.jpg,0,0.00836181640625,0,"The description only includes behaviors that are allowed: one person is sitting, another is walking, and there are people standing and waiting. There are no prohibited behaviors mentioned in the scene.",0.04764123,One person is sitting on the grass
avenue/test/01/0023.jpg,0,0.00830078125,0,"The description only includes behaviors that are allowed: one person is sitting, two are walking, and one is standing. There are no prohibited behaviors mentioned in the scene.",0.0330212,one person is sitting on the ground with a bag next to them
